Product Group ID,Product Group Name,Description,Category,Target Market,Average Price Range,Key Features,Launch Date,Discontinuation Date,Market Share
500,Home Appliances,Smart home devices,Home Goods,Professionals,100$ - 300$,High Performance,5/5/2023,N/A,20%
501,Accessories,Smart home devices,Electronics,General Public,200$ - 500$,Camera,2/11/2023,N/A,40%
502,Home Appliances,Laptops and desktops,Home Goods,Youth,100$ - 300$,High Fidelity Audio,12/15/2022,N/A,5%
503,Mobile Devices,Headphones and wearables,Home Goods,General Public,30$ - 99$,Camera,5/6/2023,N/A,25%
504,Home Appliances,Headphones and wearables,Electronics,Families,70$ - 310$,Camera,5/19/2023,N/A,50%
505,Home Appliances,Speakers and soundbars,Home Goods,General Public,30$ - 99$,High Performance,7/19/2022,N/A,20%
506,Mobile Devices,Speakers and soundbars,Electronics,Audiophiles,350$ - 500$,Touchscreen,9/11/2022,N/A,25%
507,Mobile Devices,Smartphones and tablets,Electronics,Families,200$ - 500$,Durable,10/24/2022,N/A,5%
508,Computing,Speakers and soundbars,Home Goods,Audiophiles,100$ - 300$,High Performance,4/21/2023,N/A,20%
509,Mobile Devices,Smartphones and tablets,Electronics,Youth,70$ - 310$,Wireless,5/19/2023,N/A,15%
510,Accessories,Headphones and wearables,Home Goods,Audiophiles,30$ - 99$,Durable,1/21/2023,N/A,40%
511,Accessories,Speakers and soundbars,Electronics,Audiophiles,100$ - 300$,High Performance,6/29/2022,N/A,25%
512,Home Appliances,Headphones and wearables,Electronics,Families,100$ - 300$,High Fidelity Audio,7/2/2022,N/A,10%
513,Mobile Devices,Smart home devices,Home Goods,Families,70$ - 310$,Camera,1/8/2023,N/A,35%
514,Audio Equipment,Speakers and soundbars,Electronics,Professionals,200$ - 500$,High Performance,12/5/2022,N/A,20%
515,Audio Equipment,Speakers and soundbars,Home Goods,Professionals,100$ - 300$,Camera,6/19/2022,N/A,30%
516,Home Appliances,Smartphones and tablets,Electronics,Families,30$ - 99$,Durable,1/21/2023,N/A,15%
517,Accessories,Laptops and desktops,Electronics,Youth,30$ - 99$,Touchscreen,6/15/2022,N/A,50%
518,Computing,Speakers and soundbars,Electronics,General Public,50$ - 200$,High Fidelity Audio,3/29/2023,N/A,15%
519,Mobile Devices,Speakers and soundbars,Electronics,General Public,100$ - 300$,High Fidelity Audio,6/6/2023,N/A,20%
520,Home Appliances,Laptops and desktops,Home Goods,Youth,350$ - 500$,High Performance,3/18/2023,N/A,15%
521,Accessories,Speakers and soundbars,Electronics,Youth,70$ - 310$,High Performance,4/10/2023,N/A,50%
522,Computing,Smartphones and tablets,Home Goods,Youth,350$ - 500$,Camera,12/27/2022,N/A,25%
523,Home Appliances,Smartphones and tablets,Electronics,Audiophiles,100$ - 300$,Wireless,9/19/2022,N/A,30%
524,Audio Equipment,Speakers and soundbars,Electronics,General Public,100$ - 300$,Camera,5/12/2023,N/A,25%
525,Computing,Headphones and wearables,Home Goods,Professionals,200$ - 500$,High Fidelity Audio,11/29/2022,N/A,50%
526,Home Appliances,Laptops and desktops,Home Goods,General Public,70$ - 310$,Smart Connectivity,11/10/2022,N/A,15%
527,Accessories,Smart home devices,Electronics,General Public,100$ - 300$,High Performance,7/27/2022,N/A,20%
528,Home Appliances,Laptops and desktops,Home Goods,Audiophiles,200$ - 500$,Smart Connectivity,1/2/2023,N/A,30%
529,Accessories,Headphones and wearables,Home Goods,Professionals,70$ - 310$,Wireless,11/16/2022,N/A,50%
530,Audio Equipment,Smartphones and tablets,Home Goods,General Public,350$ - 500$,High Performance,4/1/2023,N/A,25%
531,Audio Equipment,Headphones and wearables,Home Goods,Professionals,350$ - 500$,Wireless,4/4/2023,N/A,50%
532,Computing,Smart home devices,Home Goods,Professionals,350$ - 500$,Touchscreen,8/20/2022,N/A,35%
533,Computing,Headphones and wearables,Electronics,Professionals,100$ - 300$,Durable,11/27/2022,N/A,40%
534,Accessories,Laptops and desktops,Electronics,Families,350$ - 500$,High Performance,5/19/2023,N/A,40%
535,Accessories,Speakers and soundbars,Home Goods,General Public,100$ - 300$,Wireless,8/15/2022,N/A,35%
536,Mobile Devices,Laptops and desktops,Home Goods,Youth,200$ - 500$,High Performance,11/28/2022,N/A,15%
537,Home Appliances,Smart home devices,Home Goods,Audiophiles,100$ - 300$,High Performance,4/10/2023,N/A,35%
538,Audio Equipment,Smart home devices,Home Goods,Families,30$ - 99$,High Fidelity Audio,7/16/2022,N/A,25%
539,Audio Equipment,Speakers and soundbars,Electronics,General Public,200$ - 500$,Smart Connectivity,7/20/2022,N/A,30%
540,Computing,Speakers and soundbars,Home Goods,Youth,30$ - 99$,Durable,6/4/2023,N/A,40%
541,Computing,Speakers and soundbars,Home Goods,Professionals,100$ - 300$,High Performance,1/16/2023,N/A,35%
542,Audio Equipment,Speakers and soundbars,Home Goods,General Public,200$ - 500$,High Fidelity Audio,2/2/2023,N/A,30%
543,Accessories,Speakers and soundbars,Home Goods,Professionals,50$ - 200$,Touchscreen,12/11/2022,N/A,40%
544,Accessories,Headphones and wearables,Electronics,Professionals,350$ - 500$,Durable,10/21/2022,N/A,40%
545,Computing,Laptops and desktops,Home Goods,Families,100$ - 300$,Durable,2/27/2023,N/A,40%
546,Home Appliances,Smart home devices,Electronics,Professionals,50$ - 200$,High Performance,11/5/2022,N/A,40%
547,Mobile Devices,Speakers and soundbars,Electronics,Audiophiles,30$ - 99$,High Performance,5/25/2023,N/A,5%
548,Home Appliances,Speakers and soundbars,Home Goods,Families,200$ - 500$,High Fidelity Audio,12/19/2022,N/A,15%
549,Mobile Devices,Smart home devices,Electronics,Youth,350$ - 500$,Touchscreen,7/18/2022,N/A,40%
550,Computing,Smart home devices,Home Goods,General Public,30$ - 99$,Durable,5/13/2023,N/A,50%
551,Home Appliances,Headphones and wearables,Home Goods,Youth,350$ - 500$,High Fidelity Audio,7/22/2022,N/A,30%
552,Mobile Devices,Smart home devices,Home Goods,Youth,200$ - 500$,Wireless,6/7/2023,N/A,50%
553,Mobile Devices,Speakers and soundbars,Home Goods,General Public,70$ - 310$,Smart Connectivity,4/1/2023,N/A,15%
554,Home Appliances,Laptops and desktops,Electronics,Youth,30$ - 99$,Durable,4/26/2023,N/A,5%
555,Accessories,Smartphones and tablets,Electronics,Youth,70$ - 310$,Smart Connectivity,3/28/2023,N/A,10%
556,Accessories,Speakers and soundbars,Electronics,Youth,200$ - 500$,Wireless,3/17/2023,N/A,20%
557,Mobile Devices,Smart home devices,Electronics,Youth,70$ - 310$,Touchscreen,5/30/2023,N/A,15%
558,Accessories,Laptops and desktops,Home Goods,General Public,70$ - 310$,Touchscreen,7/8/2022,N/A,20%
559,Computing,Smartphones and tablets,Electronics,General Public,70$ - 310$,Touchscreen,8/22/2022,N/A,30%
560,Mobile Devices,Laptops and desktops,Electronics,Youth,50$ - 200$,Smart Connectivity,1/9/2023,N/A,20%
561,Audio Equipment,Headphones and wearables,Home Goods,Families,350$ - 500$,Smart Connectivity,9/24/2022,N/A,15%
562,Accessories,Smart home devices,Home Goods,Audiophiles,200$ - 500$,Camera,6/14/2023,N/A,50%
563,Mobile Devices,Headphones and wearables,Electronics,Youth,200$ - 500$,High Performance,3/2/2023,N/A,20%
564,Mobile Devices,Headphones and wearables,Electronics,Professionals,50$ - 200$,Camera,6/26/2022,N/A,15%
565,Computing,Headphones and wearables,Home Goods,General Public,200$ - 500$,High Fidelity Audio,2/2/2023,N/A,25%
566,Home Appliances,Smartphones and tablets,Electronics,Audiophiles,200$ - 500$,Smart Connectivity,9/13/2022,N/A,40%
567,Computing,Speakers and soundbars,Electronics,Youth,350$ - 500$,Camera,2/10/2023,N/A,35%
568,Accessories,Speakers and soundbars,Home Goods,Youth,30$ - 99$,Durable,10/11/2022,N/A,25%
569,Accessories,Laptops and desktops,Home Goods,Families,50$ - 200$,High Fidelity Audio,4/13/2023,N/A,10%
570,Audio Equipment,Smartphones and tablets,Home Goods,Youth,50$ - 200$,High Performance,3/13/2023,N/A,50%
571,Computing,Smart home devices,Electronics,General Public,50$ - 200$,Wireless,11/6/2022,N/A,30%
572,Computing,Laptops and desktops,Home Goods,Families,30$ - 99$,Smart Connectivity,9/2/2022,N/A,20%
573,Accessories,Speakers and soundbars,Electronics,General Public,350$ - 500$,Smart Connectivity,12/12/2022,N/A,20%
574,Mobile Devices,Laptops and desktops,Electronics,Audiophiles,30$ - 99$,Smart Connectivity,10/14/2022,N/A,35%
575,Computing,Headphones and wearables,Electronics,Professionals,30$ - 99$,High Fidelity Audio,6/10/2023,N/A,40%
576,Accessories,Headphones and wearables,Home Goods,Families,350$ - 500$,Wireless,12/31/2022,N/A,5%
577,Audio Equipment,Smartphones and tablets,Electronics,Families,50$ - 200$,High Performance,3/10/2023,N/A,50%
578,Accessories,Smartphones and tablets,Electronics,Families,70$ - 310$,Wireless,4/30/2023,N/A,10%
579,Mobile Devices,Smart home devices,Home Goods,Professionals,350$ - 500$,High Performance,4/19/2023,N/A,30%
580,Mobile Devices,Speakers and soundbars,Home Goods,Families,50$ - 200$,Durable,11/6/2022,N/A,25%
581,Home Appliances,Headphones and wearables,Electronics,Audiophiles,350$ - 500$,Wireless,12/9/2022,N/A,40%
582,Home Appliances,Speakers and soundbars,Home Goods,General Public,30$ - 99$,Touchscreen,2/26/2023,N/A,15%
583,Home Appliances,Headphones and wearables,Home Goods,Families,100$ - 300$,Smart Connectivity,12/25/2022,N/A,50%
584,Mobile Devices,Speakers and soundbars,Electronics,General Public,200$ - 500$,Durable,2/18/2023,N/A,10%
585,Mobile Devices,Smart home devices,Electronics,Youth,70$ - 310$,Camera,3/29/2023,N/A,10%
586,Audio Equipment,Headphones and wearables,Electronics,Families,30$ - 99$,Smart Connectivity,10/1/2022,N/A,35%
587,Mobile Devices,Speakers and soundbars,Home Goods,Youth,200$ - 500$,High Fidelity Audio,1/10/2023,N/A,30%
588,Audio Equipment,Headphones and wearables,Home Goods,Youth,100$ - 300$,Wireless,7/25/2022,N/A,25%
589,Accessories,Laptops and desktops,Home Goods,General Public,350$ - 500$,Touchscreen,5/5/2023,N/A,10%
590,Computing,Speakers and soundbars,Home Goods,Youth,30$ - 99$,Touchscreen,12/16/2022,N/A,5%
591,Mobile Devices,Smart home devices,Electronics,Audiophiles,70$ - 310$,High Performance,5/25/2023,N/A,50%
592,Audio Equipment,Speakers and soundbars,Electronics,Audiophiles,30$ - 99$,High Performance,3/19/2023,N/A,50%
593,Computing,Smart home devices,Electronics,Families,100$ - 300$,High Performance,2/5/2023,N/A,30%
594,Audio Equipment,Headphones and wearables,Home Goods,General Public,350$ - 500$,High Performance,7/18/2022,N/A,50%
595,Home Appliances,Headphones and wearables,Electronics,Families,100$ - 300$,Wireless,12/20/2022,N/A,40%
596,Home Appliances,Speakers and soundbars,Electronics,Families,70$ - 310$,High Fidelity Audio,5/1/2023,N/A,20%
597,Accessories,Headphones and wearables,Home Goods,Audiophiles,200$ - 500$,Smart Connectivity,1/24/2023,N/A,30%
598,Mobile Devices,Speakers and soundbars,Home Goods,General Public,200$ - 500$,High Performance,11/2/2022,N/A,25%
599,Audio Equipment,Smart home devices,Home Goods,Professionals,350$ - 500$,High Performance,11/21/2022,N/A,15%
600,Home Appliances,Headphones and wearables,Electronics,Audiophiles,50$ - 200$,Touchscreen,5/20/2023,N/A,5%
601,Home Appliances,Smartphones and tablets,Electronics,Youth,100$ - 300$,Wireless,10/12/2022,N/A,20%
602,Mobile Devices,Speakers and soundbars,Electronics,Professionals,350$ - 500$,Smart Connectivity,3/9/2023,N/A,40%
603,Audio Equipment,Laptops and desktops,Home Goods,General Public,350$ - 500$,Touchscreen,10/27/2022,N/A,50%
604,Mobile Devices,Speakers and soundbars,Home Goods,Audiophiles,200$ - 500$,Touchscreen,7/9/2022,N/A,50%
605,Audio Equipment,Smartphones and tablets,Electronics,General Public,200$ - 500$,Smart Connectivity,6/5/2023,N/A,10%
606,Computing,Speakers and soundbars,Electronics,General Public,100$ - 300$,High Performance,3/16/2023,N/A,40%
607,Mobile Devices,Speakers and soundbars,Home Goods,Youth,50$ - 200$,High Performance,7/4/2022,N/A,30%
608,Computing,Headphones and wearables,Electronics,Professionals,50$ - 200$,High Fidelity Audio,5/22/2023,N/A,5%
609,Mobile Devices,Headphones and wearables,Electronics,Audiophiles,70$ - 310$,High Performance,8/20/2022,N/A,5%
610,Mobile Devices,Speakers and soundbars,Home Goods,Audiophiles,70$ - 310$,Durable,11/25/2022,N/A,50%
611,Audio Equipment,Smart home devices,Electronics,Professionals,30$ - 99$,High Performance,8/28/2022,N/A,30%
612,Audio Equipment,Smart home devices,Electronics,Families,50$ - 200$,Camera,3/25/2023,N/A,35%
613,Accessories,Smartphones and tablets,Electronics,Audiophiles,200$ - 500$,High Fidelity Audio,11/8/2022,N/A,50%
614,Home Appliances,Smartphones and tablets,Electronics,General Public,50$ - 200$,Smart Connectivity,12/22/2022,N/A,5%
615,Audio Equipment,Smartphones and tablets,Electronics,Youth,50$ - 200$,High Fidelity Audio,3/30/2023,N/A,5%
616,Computing,Speakers and soundbars,Home Goods,General Public,200$ - 500$,High Performance,8/15/2022,N/A,40%
617,Mobile Devices,Laptops and desktops,Home Goods,Audiophiles,70$ - 310$,Wireless,6/19/2022,N/A,40%
618,Audio Equipment,Smart home devices,Home Goods,Families,30$ - 99$,Wireless,4/13/2023,N/A,30%
619,Audio Equipment,Laptops and desktops,Electronics,Families,100$ - 300$,Touchscreen,9/28/2022,N/A,20%
620,Audio Equipment,Speakers and soundbars,Electronics,Audiophiles,30$ - 99$,Wireless,9/23/2022,N/A,50%
621,Audio Equipment,Laptops and desktops,Electronics,Professionals,350$ - 500$,Camera,7/2/2022,N/A,10%
622,Audio Equipment,Smart home devices,Home Goods,Families,70$ - 310$,Durable,5/13/2023,N/A,15%
623,Audio Equipment,Smartphones and tablets,Electronics,General Public,200$ - 500$,Wireless,12/2/2022,N/A,15%
624,Accessories,Speakers and soundbars,Home Goods,Families,100$ - 300$,Wireless,3/14/2023,N/A,10%
625,Audio Equipment,Speakers and soundbars,Electronics,Professionals,50$ - 200$,Touchscreen,1/21/2023,N/A,25%
626,Computing,Speakers and soundbars,Electronics,Audiophiles,70$ - 310$,Touchscreen,10/21/2022,N/A,15%
627,Mobile Devices,Smartphones and tablets,Electronics,Families,200$ - 500$,Durable,8/26/2022,N/A,5%
628,Mobile Devices,Speakers and soundbars,Home Goods,Audiophiles,350$ - 500$,Durable,4/9/2023,N/A,30%
629,Accessories,Smartphones and tablets,Electronics,Professionals,200$ - 500$,Touchscreen,11/17/2022,N/A,15%
630,Home Appliances,Headphones and wearables,Electronics,Families,200$ - 500$,High Fidelity Audio,6/18/2022,N/A,35%
631,Audio Equipment,Speakers and soundbars,Home Goods,Families,50$ - 200$,Durable,5/9/2023,N/A,5%
632,Home Appliances,Smart home devices,Electronics,General Public,50$ - 200$,Durable,8/9/2022,N/A,20%
633,Home Appliances,Smartphones and tablets,Home Goods,Audiophiles,30$ - 99$,High Fidelity Audio,7/31/2022,N/A,10%
634,Accessories,Headphones and wearables,Home Goods,Audiophiles,100$ - 300$,Durable,7/23/2022,N/A,15%
635,Accessories,Smartphones and tablets,Electronics,Professionals,50$ - 200$,High Performance,7/20/2022,N/A,15%
636,Computing,Smart home devices,Electronics,Professionals,30$ - 99$,High Performance,5/10/2023,N/A,25%
637,Accessories,Smartphones and tablets,Electronics,Youth,70$ - 310$,Durable,10/20/2022,N/A,10%
638,Accessories,Headphones and wearables,Electronics,Youth,100$ - 300$,Camera,6/2/2023,N/A,35%
639,Home Appliances,Speakers and soundbars,Electronics,Audiophiles,200$ - 500$,Durable,11/4/2022,N/A,20%
640,Computing,Smartphones and tablets,Electronics,Audiophiles,200$ - 500$,Camera,7/28/2022,N/A,5%
641,Audio Equipment,Smart home devices,Electronics,Families,30$ - 99$,Durable,8/7/2022,N/A,35%
642,Audio Equipment,Laptops and desktops,Home Goods,Professionals,50$ - 200$,Wireless,5/17/2023,N/A,10%
643,Audio Equipment,Smart home devices,Home Goods,General Public,100$ - 300$,Camera,1/23/2023,N/A,40%
644,Home Appliances,Speakers and soundbars,Electronics,Professionals,30$ - 99$,High Performance,1/30/2023,N/A,50%
645,Mobile Devices,Smartphones and tablets,Electronics,Professionals,70$ - 310$,Smart Connectivity,11/9/2022,N/A,30%
646,Mobile Devices,Headphones and wearables,Home Goods,Youth,30$ - 99$,Wireless,12/17/2022,N/A,15%
647,Audio Equipment,Laptops and desktops,Electronics,Audiophiles,200$ - 500$,Durable,11/5/2022,N/A,25%
648,Audio Equipment,Smartphones and tablets,Home Goods,Audiophiles,70$ - 310$,Durable,12/2/2022,N/A,15%
649,Mobile Devices,Headphones and wearables,Home Goods,General Public,200$ - 500$,High Performance,7/13/2022,N/A,5%
650,Audio Equipment,Laptops and desktops,Home Goods,General Public,350$ - 500$,Camera,3/22/2023,N/A,20%
651,Audio Equipment,Smart home devices,Electronics,Youth,350$ - 500$,Touchscreen,10/16/2022,N/A,50%
652,Home Appliances,Speakers and soundbars,Electronics,Families,70$ - 310$,Camera,11/8/2022,N/A,5%
653,Audio Equipment,Smart home devices,Home Goods,General Public,100$ - 300$,Wireless,2/2/2023,N/A,30%
654,Audio Equipment,Headphones and wearables,Electronics,Families,100$ - 300$,Touchscreen,3/26/2023,N/A,30%
655,Computing,Headphones and wearables,Electronics,General Public,50$ - 200$,High Fidelity Audio,5/11/2023,N/A,30%
656,Mobile Devices,Smartphones and tablets,Home Goods,Families,30$ - 99$,Durable,6/9/2023,N/A,35%
657,Computing,Headphones and wearables,Electronics,Families,200$ - 500$,Smart Connectivity,1/3/2023,N/A,25%
658,Home Appliances,Smart home devices,Home Goods,General Public,50$ - 200$,Touchscreen,10/21/2022,N/A,10%
659,Mobile Devices,Headphones and wearables,Electronics,Youth,70$ - 310$,Smart Connectivity,9/10/2022,N/A,25%
660,Mobile Devices,Smart home devices,Electronics,Youth,30$ - 99$,Camera,10/21/2022,N/A,35%
661,Mobile Devices,Speakers and soundbars,Electronics,General Public,70$ - 310$,Wireless,11/27/2022,N/A,5%
662,Computing,Smart home devices,Electronics,Families,100$ - 300$,Wireless,5/5/2023,N/A,35%
663,Audio Equipment,Speakers and soundbars,Home Goods,Professionals,100$ - 300$,Durable,7/29/2022,N/A,50%
664,Accessories,Speakers and soundbars,Home Goods,Youth,70$ - 310$,Wireless,6/18/2022,N/A,40%
665,Mobile Devices,Speakers and soundbars,Home Goods,Youth,70$ - 310$,Camera,9/2/2022,N/A,30%
666,Home Appliances,Smartphones and tablets,Home Goods,Professionals,70$ - 310$,High Fidelity Audio,11/16/2022,N/A,25%
667,Audio Equipment,Smartphones and tablets,Home Goods,Youth,70$ - 310$,Wireless,4/3/2023,N/A,15%
668,Mobile Devices,Headphones and wearables,Home Goods,Professionals,50$ - 200$,Durable,4/4/2023,N/A,5%
669,Accessories,Smart home devices,Home Goods,Youth,50$ - 200$,Wireless,3/24/2023,N/A,40%
670,Mobile Devices,Smart home devices,Home Goods,Audiophiles,30$ - 99$,Camera,10/9/2022,N/A,15%
671,Audio Equipment,Headphones and wearables,Electronics,Audiophiles,100$ - 300$,Durable,8/5/2022,N/A,25%
672,Audio Equipment,Headphones and wearables,Electronics,Families,30$ - 99$,Wireless,1/4/2023,N/A,10%
673,Home Appliances,Smart home devices,Home Goods,Professionals,200$ - 500$,Wireless,11/1/2022,N/A,40%
674,Computing,Smart home devices,Electronics,Audiophiles,70$ - 310$,Camera,10/1/2022,N/A,50%
675,Home Appliances,Smartphones and tablets,Electronics,Families,30$ - 99$,High Fidelity Audio,7/22/2022,N/A,50%
676,Audio Equipment,Speakers and soundbars,Home Goods,Professionals,70$ - 310$,Durable,6/27/2022,N/A,50%
677,Accessories,Smartphones and tablets,Electronics,Audiophiles,70$ - 310$,Durable,11/28/2022,N/A,50%
678,Computing,Speakers and soundbars,Electronics,Professionals,50$ - 200$,Durable,4/5/2023,N/A,20%
679,Mobile Devices,Speakers and soundbars,Electronics,Youth,50$ - 200$,High Fidelity Audio,9/29/2022,N/A,40%
680,Mobile Devices,Speakers and soundbars,Electronics,General Public,350$ - 500$,Durable,4/9/2023,N/A,5%
681,Mobile Devices,Smart home devices,Electronics,Audiophiles,70$ - 310$,Smart Connectivity,5/31/2023,N/A,10%
682,Mobile Devices,Speakers and soundbars,Electronics,Youth,350$ - 500$,Durable,6/19/2022,N/A,30%
683,Mobile Devices,Laptops and desktops,Home Goods,Professionals,30$ - 99$,High Performance,2/24/2023,N/A,50%
684,Computing,Laptops and desktops,Home Goods,General Public,30$ - 99$,Durable,10/13/2022,N/A,15%
685,Accessories,Laptops and desktops,Electronics,General Public,100$ - 300$,High Fidelity Audio,9/17/2022,N/A,35%
686,Accessories,Headphones and wearables,Home Goods,Professionals,30$ - 99$,Camera,9/2/2022,N/A,35%
687,Audio Equipment,Speakers and soundbars,Electronics,Youth,350$ - 500$,High Fidelity Audio,4/6/2023,N/A,5%
688,Accessories,Headphones and wearables,Electronics,Professionals,100$ - 300$,Wireless,4/25/2023,N/A,40%
689,Accessories,Speakers and soundbars,Home Goods,Youth,100$ - 300$,Wireless,1/11/2023,N/A,15%
690,Home Appliances,Speakers and soundbars,Home Goods,Audiophiles,50$ - 200$,Wireless,3/12/2023,N/A,15%
691,Mobile Devices,Speakers and soundbars,Electronics,Audiophiles,70$ - 310$,High Performance,1/14/2023,N/A,30%
692,Audio Equipment,Headphones and wearables,Electronics,Youth,200$ - 500$,Durable,10/12/2022,N/A,25%
693,Home Appliances,Smart home devices,Home Goods,General Public,50$ - 200$,Wireless,10/30/2022,N/A,25%
694,Audio Equipment,Speakers and soundbars,Electronics,Families,100$ - 300$,Durable,7/20/2022,N/A,40%
695,Home Appliances,Smart home devices,Electronics,Families,100$ - 300$,Smart Connectivity,6/2/2023,N/A,25%
696,Mobile Devices,Smart home devices,Home Goods,Youth,200$ - 500$,Durable,4/29/2023,N/A,20%
697,Audio Equipment,Headphones and wearables,Electronics,General Public,50$ - 200$,Smart Connectivity,9/11/2022,N/A,20%
698,Computing,Smartphones and tablets,Electronics,Professionals,100$ - 300$,Touchscreen,11/17/2022,N/A,10%
699,Accessories,Smartphones and tablets,Home Goods,Professionals,350$ - 500$,Wireless,10/1/2022,N/A,5%
700,Mobile Devices,Smartphones and tablets,Electronics,General Public,70$ - 310$,Durable,8/15/2022,N/A,40%
701,Mobile Devices,Headphones and wearables,Home Goods,Professionals,100$ - 300$,Wireless,11/3/2022,N/A,20%
702,Mobile Devices,Smart home devices,Home Goods,Families,50$ - 200$,High Performance,4/30/2023,N/A,25%
703,Audio Equipment,Laptops and desktops,Home Goods,Audiophiles,200$ - 500$,Wireless,7/4/2022,N/A,25%
704,Audio Equipment,Laptops and desktops,Electronics,Audiophiles,70$ - 310$,Durable,12/1/2022,N/A,5%
705,Computing,Smartphones and tablets,Home Goods,Audiophiles,100$ - 300$,High Performance,2/8/2023,N/A,30%
706,Computing,Smart home devices,Home Goods,Families,200$ - 500$,Wireless,9/24/2022,N/A,15%
707,Audio Equipment,Speakers and soundbars,Electronics,Professionals,70$ - 310$,High Performance,7/12/2022,N/A,50%
708,Audio Equipment,Smart home devices,Electronics,Professionals,100$ - 300$,Camera,12/13/2022,N/A,10%
709,Home Appliances,Headphones and wearables,Home Goods,Youth,200$ - 500$,Camera,6/13/2023,N/A,50%
710,Mobile Devices,Speakers and soundbars,Electronics,Professionals,30$ - 99$,Touchscreen,5/22/2023,N/A,40%
711,Mobile Devices,Laptops and desktops,Home Goods,Professionals,100$ - 300$,Camera,3/4/2023,N/A,15%
712,Audio Equipment,Headphones and wearables,Electronics,Professionals,50$ - 200$,High Performance,9/3/2022,N/A,40%
713,Computing,Laptops and desktops,Electronics,Families,100$ - 300$,Wireless,6/17/2022,N/A,40%
714,Home Appliances,Headphones and wearables,Home Goods,Audiophiles,70$ - 310$,Wireless,7/5/2022,N/A,10%
715,Computing,Headphones and wearables,Electronics,Families,350$ - 500$,Touchscreen,1/26/2023,N/A,40%
716,Audio Equipment,Smart home devices,Electronics,Professionals,350$ - 500$,High Fidelity Audio,11/3/2022,N/A,5%
717,Home Appliances,Speakers and soundbars,Home Goods,General Public,100$ - 300$,High Fidelity Audio,2/9/2023,N/A,25%
718,Computing,Laptops and desktops,Electronics,Audiophiles,50$ - 200$,Smart Connectivity,9/26/2022,N/A,35%
719,Mobile Devices,Smart home devices,Home Goods,General Public,200$ - 500$,Durable,1/25/2023,N/A,10%
720,Computing,Smart home devices,Home Goods,General Public,200$ - 500$,High Performance,7/23/2022,N/A,40%
721,Computing,Laptops and desktops,Home Goods,Audiophiles,70$ - 310$,High Fidelity Audio,9/2/2022,N/A,10%
722,Computing,Laptops and desktops,Electronics,Youth,70$ - 310$,Camera,3/20/2023,N/A,30%
723,Home Appliances,Smart home devices,Electronics,General Public,50$ - 200$,High Fidelity Audio,4/27/2023,N/A,10%
724,Audio Equipment,Headphones and wearables,Home Goods,Youth,70$ - 310$,High Performance,5/25/2023,N/A,15%
725,Home Appliances,Smart home devices,Home Goods,Families,50$ - 200$,Touchscreen,5/13/2023,N/A,15%
726,Audio Equipment,Speakers and soundbars,Electronics,Youth,70$ - 310$,High Performance,3/6/2023,N/A,15%
727,Home Appliances,Smartphones and tablets,Electronics,Audiophiles,50$ - 200$,High Fidelity Audio,9/20/2022,N/A,20%
728,Home Appliances,Headphones and wearables,Electronics,Professionals,200$ - 500$,Wireless,8/2/2022,N/A,5%
729,Home Appliances,Laptops and desktops,Home Goods,General Public,100$ - 300$,Smart Connectivity,1/3/2023,N/A,15%
730,Computing,Smart home devices,Electronics,Professionals,200$ - 500$,Smart Connectivity,4/13/2023,N/A,35%
731,Accessories,Speakers and soundbars,Electronics,Families,350$ - 500$,Touchscreen,3/24/2023,N/A,20%
732,Computing,Laptops and desktops,Electronics,Audiophiles,70$ - 310$,High Fidelity Audio,12/5/2022,N/A,50%
733,Accessories,Headphones and wearables,Electronics,General Public,200$ - 500$,Touchscreen,10/5/2022,N/A,50%
734,Home Appliances,Speakers and soundbars,Electronics,General Public,350$ - 500$,Durable,4/17/2023,N/A,50%
735,Computing,Smart home devices,Electronics,Audiophiles,200$ - 500$,Wireless,8/12/2022,N/A,5%
736,Computing,Speakers and soundbars,Home Goods,Audiophiles,50$ - 200$,High Fidelity Audio,3/1/2023,N/A,30%
737,Computing,Speakers and soundbars,Home Goods,Families,350$ - 500$,High Performance,8/27/2022,N/A,15%
738,Computing,Smart home devices,Electronics,Families,70$ - 310$,High Performance,6/12/2023,N/A,50%
739,Computing,Smartphones and tablets,Electronics,Professionals,30$ - 99$,Smart Connectivity,9/24/2022,N/A,20%
740,Accessories,Laptops and desktops,Electronics,Professionals,350$ - 500$,Wireless,7/3/2022,N/A,10%
741,Home Appliances,Headphones and wearables,Home Goods,Professionals,350$ - 500$,High Performance,6/4/2023,N/A,25%
742,Accessories,Speakers and soundbars,Electronics,Professionals,70$ - 310$,Touchscreen,1/27/2023,N/A,20%
743,Home Appliances,Headphones and wearables,Electronics,Audiophiles,100$ - 300$,Durable,4/6/2023,N/A,35%
744,Accessories,Laptops and desktops,Electronics,Families,350$ - 500$,Touchscreen,2/10/2023,N/A,30%
745,Mobile Devices,Laptops and desktops,Electronics,Professionals,350$ - 500$,Touchscreen,4/28/2023,N/A,10%
746,Audio Equipment,Smartphones and tablets,Electronics,Audiophiles,100$ - 300$,High Fidelity Audio,4/25/2023,N/A,40%
747,Audio Equipment,Smartphones and tablets,Electronics,General Public,70$ - 310$,High Performance,2/25/2023,N/A,50%
748,Accessories,Laptops and desktops,Electronics,Professionals,100$ - 300$,High Fidelity Audio,12/29/2022,N/A,30%
749,Accessories,Smartphones and tablets,Home Goods,Families,350$ - 500$,Wireless,1/10/2023,N/A,30%
